order_id,order_date,customer_name,product_name,category,quantity,unit_price,total
O00375,2024-01-17,Evelyn Pemberton,Terracotta Scented Candle,Decor,2,356.11,712.22
O01801,2024-01-17,Aria Jasper,Bamboo Pruning Shears,Outdoor,5,349.64,1748.2
O02235,2024-01-17,Harper Iversen,Slate Gray Arc Lamp,Lighting,5,185.4,927.0
O02563,2024-01-17,Zoey Dunmore,Bamboo Pruning Shears,Outdoor,4,349.64,1398.56
O02563,2024-01-17,Zoey Dunmore,Matte Black Entry Bench,Furniture,1,146.16,146.16
O02563,2024-01-17,Zoey Dunmore,Natural Linen Body Pillow,Bedding,4,252.47,1009.88
O02563,2024-01-17,Zoey Dunmore,Hand-Glazed Stackable Bin,Storage,3,193.81,581.43
O03162,2024-01-17,Isabella Zimmerman,Rustic Oak Baking Sheet,Kitchen,5,27.73,138.65
O03162,2024-01-17,Isabella Zimmerman,Walnut Chandelier,Lighting,5,29.64,148.2
O03868,2024-01-17,Hannah Marsh,Walnut Storage Basket,Storage,5,15.81,79.05
O03868,2024-01-17,Hannah Marsh,Matte Black Bookshelf,Furniture,1,116.76,116.76
O03868,2024-01-17,Hannah Marsh,Powder-Coated Toothbrush Holder,Bath,3,407.27,1221.81
O04187,2024-01-17,Chloe Quintero,Solid Brass Curtain Liner,Bath,4,383.82,1535.28
O04187,2024-01-17,Chloe Quintero,Brushed Copper Coffee Maker,Kitchen,4,215.44,861.76
O04187,2024-01-17,Chloe Quintero,Bamboo Pruning Shears,Outdoor,3,349.64,1048.92
O04405,2024-01-17,Ella Hensley,Classic Quilt,Bedding,2,135.4,270.8
O04405,2024-01-17,Ella Hensley,Modern Saucepan,Kitchen,3,267.21,801.63
O00038,2024-01-18,Noah Mercer,Charcoal Bath Tray,Bath,4,86.46,345.84
O00038,2024-01-18,Noah Mercer,Sage Green Whisk,Kitchen,3,157.6,472.8
O01240,2024-01-18,Gabriel Marsh,Navy Fairy Lights,Lighting,5,349.98,1749.9
O01240,2024-01-18,Gabriel Marsh,Slate Gray Spatula Set,Kitchen,2,181.52,363.04
O01240,2024-01-18,Gabriel Marsh,Hand-Glazed Laundry Basket,Storage,3,271.08,813.24
O01303,2024-01-18,Alexander Yates,Rustic Oak Baking Sheet,Kitchen,3,27.73,83.19
O01303,2024-01-18,Alexander Yates,Rustic Oak Garden Tool Set,Outdoor,1,29.47,29.47
O01303,2024-01-18,Alexander Yates,Powder-Coated Toothbrush Holder,Bath,3,407.27,1221.81
O01551,2024-01-18,Liam Foster,Charcoal Entry Bench,Furniture,4,34.75,139.0
O01551,2024-01-18,Liam Foster,Powder-Coated Side Table,Furniture,4,182.2,728.8
O01551,2024-01-18,Liam Foster,Terracotta Scented Candle,Decor,5,356.11,1780.55
O02852,2024-01-18,Isabella Fairweather,Brushed Copper Coffee Maker,Kitchen,3,215.44,646.32
O02852,2024-01-18,Isabella Fairweather,Powder-Coated Body Pillow,Bedding,3,443.61,1330.83
O02852,2024-01-18,Isabella Fairweather,Sage Green Whisk,Kitchen,2,157.6,315.2
O03043,2024-01-18,Luke Jasper,Woven Cotton Hanging Planter,Outdoor,2,91.24,182.48
O03043,2024-01-18,Luke Jasper,Matte Black Chandelier,Lighting,2,384.93,769.86
O03043,2024-01-18,Luke Jasper,Brushed Copper Coffee Maker,Kitchen,5,215.44,1077.2
O03343,2024-01-18,Elijah Mercer,Matte Black Entry Bench,Furniture,3,146.16,438.48
O03343,2024-01-18,Elijah Mercer,Slate Gray Stackable Bin,Storage,2,133.77,267.54
O03343,2024-01-18,Elijah Mercer,Rustic Oak Garden Tool Set,Outdoor,1,29.47,29.47
O03343,2024-01-18,Elijah Mercer,Charcoal Entry Bench,Furniture,5,34.75,173.75
O03628,2024-01-18,Hannah Marsh,Matte Black Bookshelf,Furniture,2,116.76,233.52
O03628,2024-01-18,Hannah Marsh,Walnut Storage Basket,Storage,2,15.81,31.62
O03628,2024-01-18,Hannah Marsh,Slate Gray Fitted Sheet,Bedding,1,416.72,416.72
O04168,2024-01-18,Ava Gallo,Bamboo Ladder Shelf,Furniture,2,123.07,246.14
O04168,2024-01-18,Ava Gallo,Powder-Coated Toothbrush Holder,Bath,4,407.27,1629.08
O04168,2024-01-18,Ava Gallo,Brushed Copper Coffee Maker,Kitchen,3,215.44,646.32
O04884,2024-01-18,Hannah Keller,Classic Shower Curtain,Bath,5,11.23,56.15
O04884,2024-01-18,Hannah Keller,Slate Gray Stackable Bin,Storage,1,133.77,133.77
O04884,2024-01-18,Hannah Keller,Solid Brass Curtain Liner,Bath,5,383.82,1919.1
O05641,2024-01-18,Aria Hensley,Solid Brass Curtain Liner,Bath,3,383.82,1151.46
O05641,2024-01-18,Aria Hensley,Modern Doormat,Outdoor,1,28.94,28.94
O00407,2024-01-19,Evelyn Pemberton,Powder-Coated Toothbrush Holder,Bath,5,407.27,2036.35
O00407,2024-01-19,Evelyn Pemberton,Modern Saucepan,Kitchen,1,267.21,267.21
O00407,2024-01-19,Evelyn Pemberton,Sage Green Planter Pot,Outdoor,5,114.8,574.0
O01446,2024-01-19,Sofia Parrish,Navy Fairy Lights,Lighting,1,349.98,349.98
O01446,2024-01-19,Sofia Parrish,Rustic Oak Baking Sheet,Kitchen,4,27.73,110.92
O01446,2024-01-19,Sofia Parrish,Hand-Glazed Stackable Bin,Storage,3,193.81,581.43
O02026,2024-01-19,Aria Lindqvist,Charcoal Quilt,Bedding,2,391.13,782.26
O02026,2024-01-19,Aria Lindqvist,Charcoal Entry Bench,Furniture,1,34.75,34.75
O02119,2024-01-19,Matthew Parrish,Slate Gray Washcloth Set,Bath,2,441.96,883.92
O02119,2024-01-19,Matthew Parrish,Sage Green Planter Pot,Outdoor,3,114.8,344.4
O02119,2024-01-19,Matthew Parrish,Reclaimed Wood Fairy Lights,Lighting,2,268.92,537.84
O02119,2024-01-19,Matthew Parrish,Navy Fairy Lights,Lighting,1,349.98,349.98
O02180,2024-01-19,Carter Holloway,Walnut Chandelier,Lighting,4,29.64,118.56
O02180,2024-01-19,Carter Holloway,Reclaimed Wood Glass Vase,Decor,2,23.84,47.68
O03019,2024-01-19,Evelyn Pemberton,Powder-Coated Toothbrush Holder,Bath,3,407.27,1221.81
O03019,2024-01-19,Evelyn Pemberton,Matte Black Ceramic Vase,Decor,4,76.71,306.84
O03019,2024-01-19,Evelyn Pemberton,Slate Gray Table Lamp,Lighting,4,90.92,363.68
O03019,2024-01-19,Evelyn Pemberton,Hand-Glazed Stackable Bin,Storage,5,193.81,969.05
O03197,2024-01-19,Avery Holloway,Modern Saucepan,Kitchen,1,267.21,267.21
O03197,2024-01-19,Avery Holloway,Rustic Oak Corner Shelf,Storage,4,67.39,269.56
O03197,2024-01-19,Avery Holloway,Matte Black Accent Chair,Furniture,5,389.34,1946.7
O03197,2024-01-19,Avery Holloway,Charcoal Bath Tray,Bath,4,86.46,345.84
O04096,2024-01-19,Ava Gallo,Slate Gray Arc Lamp,Lighting,5,185.4,927.0
O00129,2024-01-20,Sophia Yates,Reclaimed Wood Fairy Lights,Lighting,4,268.92,1075.68
O00129,2024-01-20,Sophia Yates,Ivory Shelf Unit,Storage,2,409.81,819.62
O00129,2024-01-20,Sophia Yates,Classic Quilt,Bedding,3,135.4,406.2
O00129,2024-01-20,Sophia Yates,Natural Linen Body Pillow,Bedding,5,252.47,1262.35
O00515,2024-01-20,Luke Grant,Modern Saucepan,Kitchen,5,267.21,1336.05
O00515,2024-01-20,Luke Grant,Carrara Marble Ladle,Kitchen,1,345.2,345.2
O00515,2024-01-20,Luke Grant,Rustic Oak Corner Shelf,Storage,3,67.39,202.17
O00515,2024-01-20,Luke Grant,Rustic Oak Glass Vase,Decor,5,296.82,1484.1
O02313,2024-01-20,Elijah Diaz,Rustic Oak Glass Vase,Decor,1,296.82,296.82
O02313,2024-01-20,Elijah Diaz,Reclaimed Wood Garden Tool Set,Outdoor,2,310.0,620.0
O02313,2024-01-20,Elijah Diaz,Matte Black Shower Curtain,Bath,5,417.94,2089.7
O02809,2024-01-20,Emily Keller,Charcoal Fleece Blanket,Bedding,4,62.75,251.0
O02809,2024-01-20,Emily Keller,Powder-Coated Body Pillow,Bedding,2,443.61,887.22
O04041,2024-01-20,Isabella Zimmerman,Bamboo Ladder Shelf,Furniture,1,123.07,123.07
O04041,2024-01-20,Isabella Zimmerman,Powder-Coated Hand Mixer,Kitchen,4,378.87,1515.48
O04136,2024-01-20,Matthew Thatcher,Powder-Coated Side Table,Furniture,3,182.2,546.6
O04136,2024-01-20,Matthew Thatcher,Sage Green Planter Pot,Outdoor,5,114.8,574.0
O04342,2024-01-20,Ella Hensley,Rustic Oak Desk Lamp,Lighting,3,9.99,29.97
O01164,2024-01-21,Emma Foster,Slate Gray Shower Curtain,Bath,4,384.59,1538.36
O01164,2024-01-21,Emma Foster,Reclaimed Wood Glass Vase,Decor,5,23.84,119.2
O01164,2024-01-21,Emma Foster,Charcoal Fleece Blanket,Bedding,4,62.75,251.0
O02431,2024-01-21,James Bishop,Powder-Coated Toothbrush Holder,Bath,3,407.27,1221.81
O02431,2024-01-21,James Bishop,Navy Fairy Lights,Lighting,1,349.98,349.98
O02431,2024-01-21,James Bishop,Powder-Coated Body Pillow,Bedding,4,443.61,1774.44
O02489,2024-01-21,Sebastian Jasper,Powder-Coated Side Table,Furniture,1,182.2,182.2
O02489,2024-01-21,Sebastian Jasper,Powder-Coated Body Pillow,Bedding,2,443.61,887.22
O02489,2024-01-21,Sebastian Jasper,Matte Black Bookshelf,Furniture,3,116.76,350.28
O02489,2024-01-21,Sebastian Jasper,Matte Black Accent Chair,Furniture,5,389.34,1946.7
O04167,2024-01-21,Matthew Parrish,Brushed Copper Coffee Maker,Kitchen,1,215.44,215.44
O04167,2024-01-21,Matthew Parrish,Solid Brass Canvas Print,Decor,1,296.59,296.59
O04167,2024-01-21,Matthew Parrish,Charcoal Bath Tray,Bath,5,86.46,432.3
O05546,2024-01-21,Benjamin Norwood,Matte Black Accent Chair,Furniture,1,389.34,389.34
O05546,2024-01-21,Benjamin Norwood,Carrara Marble Pendant Light,Lighting,1,364.88,364.88
O05546,2024-01-21,Benjamin Norwood,Slate Gray Table Lamp,Lighting,5,90.92,454.6
O05900,2024-01-21,John Quintero,Solid Brass Canvas Print,Decor,2,296.59,593.18
O00892,2024-01-22,Aria Jasper,Rustic Oak Corner Shelf,Storage,1,67.39,67.39
O01346,2024-01-22,Chloe Gallo,Charcoal Fleece Blanket,Bedding,4,62.75,251.0
O01346,2024-01-22,Chloe Gallo,Matte Black Entry Bench,Furniture,4,146.16,584.64
O01346,2024-01-22,Chloe Gallo,Navy Closet Organizer,Storage,4,68.48,273.92
O01346,2024-01-22,Chloe Gallo,Powder-Coated Hand Mixer,Kitchen,1,378.87,378.87
O02125,2024-01-22,Owen Holloway,Carrara Marble Ladle,Kitchen,3,345.2,1035.6
O02125,2024-01-22,Owen Holloway,Slate Gray Shower Curtain,Bath,1,384.59,384.59
O02750,2024-01-22,Olivia Lambert,Bamboo Pruning Shears,Outdoor,1,349.64,349.64
O02785,2024-01-22,Hannah Marsh,Rustic Oak Garden Tool Set,Outdoor,2,29.47,58.94
O02785,2024-01-22,Hannah Marsh,Reclaimed Wood Glass Vase,Decor,3,23.84,71.52
O02785,2024-01-22,Hannah Marsh,Terracotta Hanging Planter,Outdoor,5,10.1,50.5
O02785,2024-01-22,Hannah Marsh,Reclaimed Wood Garden Tool Set,Outdoor,5,310.0,1550.0
O03190,2024-01-22,Harper Vance,Matte Black Shower Curtain,Bath,4,417.94,1671.76
O03658,2024-01-22,Jack Chandler,Rustic Oak Baking Sheet,Kitchen,2,27.73,55.46
O03658,2024-01-22,Jack Chandler,Matte Black Bookshelf,Furniture,2,116.76,233.52
O03658,2024-01-22,Jack Chandler,Slate Gray Shower Curtain,Bath,3,384.59,1153.77
O04558,2024-01-22,Samuel Chandler,Hand-Glazed Stackable Bin,Storage,2,193.81,387.62
O04936,2024-01-22,David Ellison,Powder-Coated Body Pillow,Bedding,1,443.61,443.61
O04936,2024-01-22,David Ellison,Walnut Storage Basket,Storage,1,15.81,15.81
O00496,2024-01-23,Ava Yates,Rustic Oak Corner Shelf,Storage,2,67.39,134.78
O00496,2024-01-23,Ava Yates,Slate Gray Washcloth Set,Bath,1,441.96,441.96
O01528,2024-01-23,Avery Chandler,Reclaimed Wood Garden Tool Set,Outdoor,5,310.0,1550.0
O01528,2024-01-23,Avery Chandler,Carrara Marble Pendant Light,Lighting,2,364.88,729.76
O01528,2024-01-23,Avery Chandler,Natural Linen Body Pillow,Bedding,3,252.47,757.41
O01528,2024-01-23,Avery Chandler,Bamboo Pruning Shears,Outdoor,3,349.64,1048.92
O01569,2024-01-23,John Abbott,Matte Black Shower Curtain,Bath,4,417.94,1671.76
O01569,2024-01-23,John Abbott,Slate Gray Washcloth Set,Bath,5,441.96,2209.8
O01569,2024-01-23,John Abbott,Matte Black Chandelier,Lighting,2,384.93,769.86
O02187,2024-01-23,Michael Sawyer,Sage Green Planter Pot,Outdoor,4,114.8,459.2
O02187,2024-01-23,Michael Sawyer,Reclaimed Wood Glass Vase,Decor,5,23.84,119.2
O02187,2024-01-23,Michael Sawyer,Modern Saucepan,Kitchen,3,267.21,801.63
O02244,2024-01-23,Chloe Osei,Modern Doormat,Outdoor,4,28.94,115.76
O03618,2024-01-23,Luke Nolan,Charcoal Bath Tray,Bath,3,86.46,259.38
O03648,2024-01-23,Luke Jasper,Slate Gray Table Lamp,Lighting,4,90.92,363.68
O03648,2024-01-23,Luke Jasper,Charcoal Entry Bench,Furniture,2,34.75,69.5
O05042,2024-01-23,Emma Diaz,Bamboo Ladder Shelf,Furniture,3,123.07,369.21
O05042,2024-01-23,Emma Diaz,Hand-Glazed Stackable Bin,Storage,2,193.81,387.62
O00118,2024-01-24,Luke Nolan,Slate Gray Washcloth Set,Bath,4,441.96,1767.84
O00118,2024-01-24,Luke Nolan,Ivory Shelf Unit,Storage,5,409.81,2049.05
O00118,2024-01-24,Luke Nolan,Modern Doormat,Outdoor,2,28.94,57.88
O02309,2024-01-24,James Bishop,Carrara Marble Ladle,Kitchen,1,345.2,345.2
O02488,2024-01-24,Chloe Nolan,Walnut Storage Basket,Storage,3,15.81,47.43
O02488,2024-01-24,Chloe Nolan,Woven Cotton Hanging Planter,Outdoor,4,91.24,364.96
O02488,2024-01-24,Chloe Nolan,Brushed Copper Coffee Maker,Kitchen,5,215.44,1077.2
O02788,2024-01-24,Sebastian Jasper,Slate Gray Washcloth Set,Bath,2,441.96,883.92
O02788,2024-01-24,Sebastian Jasper,Slate Gray Arc Lamp,Lighting,5,185.4,927.0
O02788,2024-01-24,Sebastian Jasper,Natural Linen Memory Foam Mat,Bath,4,54.4,217.6
O02788,2024-01-24,Sebastian Jasper,Woven Cotton Wall Art Print,Decor,4,358.05,1432.2
O03619,2024-01-24,Benjamin Iversen,Woven Cotton Wall Art Print,Decor,3,358.05,1074.15
O03619,2024-01-24,Benjamin Iversen,Matte Black Bookshelf,Furniture,1,116.76,116.76
O03619,2024-01-24,Benjamin Iversen,Charcoal Bath Tray,Bath,2,86.46,172.92
O03619,2024-01-24,Benjamin Iversen,Rustic Oak Quilt,Bedding,1,358.81,358.81
O04092,2024-01-24,Zoey Bennett,Solid Brass Curtain Liner,Bath,4,383.82,1535.28
O05536,2024-01-24,Joseph Hensley,Charcoal Bath Tray,Bath,1,86.46,86.46
O05536,2024-01-24,Joseph Hensley,Ivory Shelf Unit,Storage,3,409.81,1229.43
O05536,2024-01-24,Joseph Hensley,Classic Quilt,Bedding,5,135.4,677.0
O05536,2024-01-24,Joseph Hensley,Rustic Oak Corner Shelf,Storage,2,67.39,134.78
O00652,2024-01-25,Aria Lindqvist,Charcoal Bath Tray,Bath,4,86.46,345.84
O00652,2024-01-25,Aria Lindqvist,Solid Brass Curtain Liner,Bath,5,383.82,1919.1
O00652,2024-01-25,Aria Lindqvist,Reclaimed Wood Garden Tool Set,Outdoor,4,310.0,1240.0
O00815,2024-01-25,Emma Foster,Classic Quilt,Bedding,2,135.4,270.8
O02392,2024-01-25,Zoey Fairweather,Matte Black Skillet,Kitchen,3,380.87,1142.61
O03668,2024-01-25,Julian Rowan,Bamboo Ladder Shelf,Furniture,2,123.07,246.14
O03668,2024-01-25,Julian Rowan,Bamboo Pruning Shears,Outdoor,3,349.64,1048.92
O03668,2024-01-25,Julian Rowan,Reclaimed Wood Garden Tool Set,Outdoor,5,310.0,1550.0
O03668,2024-01-25,Julian Rowan,Slate Gray Arc Lamp,Lighting,3,185.4,556.2
O04004,2024-01-25,Matthew Thatcher,Walnut Storage Basket,Storage,5,15.81,79.05
O04004,2024-01-25,Matthew Thatcher,Brushed Copper Coffee Maker,Kitchen,2,215.44,430.88
O04004,2024-01-25,Matthew Thatcher,Natural Linen Body Pillow,Bedding,3,252.47,757.41
O04222,2024-01-25,Olivia Carter,Rustic Oak Garden Tool Set,Outdoor,5,29.47,147.35
O04670,2024-01-25,John Abbott,Terracotta Scented Candle,Decor,4,356.11,1424.44
O05096,2024-01-25,Emma Diaz,Matte Black Shower Curtain,Bath,3,417.94,1253.82
O05096,2024-01-25,Emma Diaz,Slate Gray Stackable Bin,Storage,1,133.77,133.77
O05096,2024-01-25,Emma Diaz,Walnut Storage Basket,Storage,5,15.81,79.05
O00408,2024-01-26,Amelia Jasper,Matte Black Accent Chair,Furniture,5,389.34,1946.7
O00408,2024-01-26,Amelia Jasper,Matte Black Chandelier,Lighting,3,384.93,1154.79
O00658,2024-01-26,Isaac Bishop,Rustic Oak Garden Tool Set,Outdoor,3,29.47,88.41
O00658,2024-01-26,Isaac Bishop,Reclaimed Wood Glass Vase,Decor,3,23.84,71.52
O00658,2024-01-26,Isaac Bishop,Matte Black Skillet,Kitchen,4,380.87,1523.48
O00835,2024-01-26,Matthew Vance,Matte Black Chandelier,Lighting,1,384.93,384.93
O00835,2024-01-26,Matthew Vance,Matte Black Ceramic Vase,Decor,3,76.71,230.13
O01844,2024-01-26,Julian Norwood,Rustic Oak Baking Sheet,Kitchen,5,27.73,138.65
O01844,2024-01-26,Julian Norwood,Carrara Marble Ladle,Kitchen,4,345.2,1380.8
O02106,2024-01-26,Joseph Underwood,Charcoal Fleece Blanket,Bedding,2,62.75,125.5
O02106,2024-01-26,Joseph Underwood,Powder-Coated Side Table,Furniture,3,182.2,546.6
O02106,2024-01-26,Joseph Underwood,Carrara Marble Pendant Light,Lighting,1,364.88,364.88
O02275,2024-01-26,Luke Nolan,Natural Linen Body Pillow,Bedding,2,252.47,504.94
O02275,2024-01-26,Luke Nolan,Slate Gray Washcloth Set,Bath,4,441.96,1767.84
O02275,2024-01-26,Luke Nolan,Powder-Coated Toothbrush Holder,Bath,5,407.27,2036.35
O02561,2024-01-26,Michael Whitfield,Charcoal Bath Tray,Bath,5,86.46,432.3
O02561,2024-01-26,Michael Whitfield,Classic Quilt,Bedding,3,135.4,406.2
O02561,2024-01-26,Michael Whitfield,Modern Doormat,Outdoor,2,28.94,57.88
O02561,2024-01-26,Michael Whitfield,Bamboo Pruning Shears,Outdoor,3,349.64,1048.92
O02610,2024-01-26,Chloe Hensley,Woven Cotton Sheet Set,Bedding,5,29.52,147.6
O02633,2024-01-26,Aria Hensley,Powder-Coated Body Pillow,Bedding,2,443.61,887.22
O02633,2024-01-26,Aria Hensley,Hand-Glazed Laundry Basket,Storage,4,271.08,1084.32
O02633,2024-01-26,Aria Hensley,Charcoal Fleece Blanket,Bedding,3,62.75,188.25
O03305,2024-01-26,Owen Grant,Hand-Glazed Stackable Bin,Storage,3,193.81,581.43
O04432,2024-01-26,John Quintero,Natural Linen Body Pillow,Bedding,4,252.47,1009.88
O04432,2024-01-26,John Quintero,Slate Gray Stackable Bin,Storage,5,133.77,668.85
O04432,2024-01-26,John Quintero,Charcoal Bath Tray,Bath,5,86.46,432.3
O04432,2024-01-26,John Quintero,Terracotta Hanging Planter,Outdoor,2,10.1,20.2
O04812,2024-01-26,Chloe Ellison,Reclaimed Wood Glass Vase,Decor,5,23.84,119.2
O04812,2024-01-26,Chloe Ellison,Slate Gray Fitted Sheet,Bedding,4,416.72,1666.88
O05128,2024-01-26,Levi Zimmerman,Ivory Shelf Unit,Storage,1,409.81,409.81
O05128,2024-01-26,Levi Zimmerman,Classic Shower Curtain,Bath,2,11.23,22.46
O05128,2024-01-26,Levi Zimmerman,Rustic Oak Desk Lamp,Lighting,5,9.99,49.95
O05159,2024-01-26,Isabella Quintero,Reclaimed Wood Glass Vase,Decor,5,23.84,119.2
O00059,2024-01-27,Sebastian Jasper,Solid Brass Canvas Print,Decor,1,296.59,296.59
O00565,2024-01-27,Isaac Bishop,Reclaimed Wood Garden Tool Set,Outdoor,2,310.0,620.0
O00565,2024-01-27,Isaac Bishop,Natural Linen Memory Foam Mat,Bath,1,54.4,54.4
O01299,2024-01-27,Owen Thatcher,Hand-Glazed Wall Mirror,Decor,3,447.66,1342.98
O01299,2024-01-27,Owen Thatcher,Rustic Oak Baking Sheet,Kitchen,3,27.73,83.19
O02442,2024-01-27,Isaac Bishop,Rustic Oak Corner Shelf,Storage,4,67.39,269.56
O02442,2024-01-27,Isaac Bishop,Powder-Coated Side Table,Furniture,3,182.2,546.6
O02442,2024-01-27,Isaac Bishop,Solid Brass Canvas Print,Decor,2,296.59,593.18
O04348,2024-01-27,Michael Yates,Terracotta Scented Candle,Decor,3,356.11,1068.33
O04348,2024-01-27,Michael Yates,Bamboo Ladder Shelf,Furniture,4,123.07,492.28
O04978,2024-01-27,Sebastian Chandler,Powder-Coated Body Pillow,Bedding,1,443.61,443.61
O05622,2024-01-27,John Abbott,Walnut Storage Basket,Storage,3,15.81,47.43
O00569,2024-01-28,Sofia Fairweather,Matte Black Chandelier,Lighting,2,384.93,769.86
O00569,2024-01-28,Sofia Fairweather,Powder-Coated Hand Mixer,Kitchen,3,378.87,1136.61
O00569,2024-01-28,Sofia Fairweather,Slate Gray Shower Curtain,Bath,2,384.59,769.18
O00837,2024-01-28,Lucas Dunmore,Woven Cotton Hanging Planter,Outdoor,1,91.24,91.24
O00891,2024-01-28,John Parrish,Modern Saucepan,Kitchen,2,267.21,534.42
O00891,2024-01-28,John Parrish,Woven Cotton Wall Art Print,Decor,3,358.05,1074.15
O00891,2024-01-28,John Parrish,Navy Fairy Lights,Lighting,1,349.98,349.98
O01040,2024-01-28,Luke Grant,Matte Black Accent Chair,Furniture,5,389.34,1946.7
O01040,2024-01-28,Luke Grant,Woven Cotton Sheet Set,Bedding,5,29.52,147.6
O01784,2024-01-28,Jack Chandler,Modern Saucepan,Kitchen,2,267.21,534.42
O01784,2024-01-28,Jack Chandler,Terracotta Scented Candle,Decor,4,356.11,1424.44
O02136,2024-01-28,Luke Grant,Modern Saucepan,Kitchen,4,267.21,1068.84
O02136,2024-01-28,Luke Grant,Matte Black Skillet,Kitchen,1,380.87,380.87
O02136,2024-01-28,Luke Grant,Matte Black Accent Chair,Furniture,1,389.34,389.34
O02136,2024-01-28,Luke Grant,Woven Cotton Hanging Planter,Outdoor,2,91.24,182.48
O02583,2024-01-28,Emily Holloway,Hand-Glazed Stackable Bin,Storage,2,193.81,387.62
O02627,2024-01-28,Harper Vance,Carrara Marble Pendant Light,Lighting,4,364.88,1459.52
O02627,2024-01-28,Harper Vance,Slate Gray Washcloth Set,Bath,1,441.96,441.96
O02627,2024-01-28,Harper Vance,Slate Gray Stackable Bin,Storage,5,133.77,668.85
O02869,2024-01-28,Lily Diaz,Hand-Glazed Wall Mirror,Decor,3,447.66,1342.98
O03187,2024-01-28,Matthew Parrish,Matte Black Ceramic Vase,Decor,1,76.71,76.71
O03391,2024-01-28,Olivia Dunmore,Matte Black Chandelier,Lighting,5,384.93,1924.65
O03391,2024-01-28,Olivia Dunmore,Woven Cotton Wall Art Print,Decor,4,358.05,1432.2
O04090,2024-01-28,Matthew Whitfield,Matte Black Skillet,Kitchen,4,380.87,1523.48
O04774,2024-01-28,Elizabeth Everhart,Walnut Storage Basket,Storage,2,15.81,31.62
O00108,2024-01-29,Aria Lindqvist,Modern Doormat,Outdoor,4,28.94,115.76
O00974,2024-01-29,Wyatt Rowan,Natural Linen Memory Foam Mat,Bath,4,54.4,217.6
O00974,2024-01-29,Wyatt Rowan,Solid Brass Canvas Print,Decor,4,296.59,1186.36
O01492,2024-01-29,Aria Dunmore,Classic Quilt,Bedding,4,135.4,541.6
O01492,2024-01-29,Aria Dunmore,Woven Cotton Hanging Planter,Outdoor,5,91.24,456.2
O01492,2024-01-29,Aria Dunmore,Matte Black Bookshelf,Furniture,5,116.76,583.8
O01492,2024-01-29,Aria Dunmore,Hand-Glazed Stackable Bin,Storage,2,193.81,387.62
O01558,2024-01-29,Noah Grant,Solid Brass Canvas Print,Decor,2,296.59,593.18
O01558,2024-01-29,Noah Grant,Matte Black Chandelier,Lighting,2,384.93,769.86
O01979,2024-01-29,David Ellison,Carrara Marble Pendant Light,Lighting,2,364.88,729.76
O01979,2024-01-29,David Ellison,Woven Cotton Hanging Planter,Outdoor,4,91.24,364.96
O01979,2024-01-29,David Ellison,Slate Gray Spatula Set,Kitchen,5,181.52,907.6
O01979,2024-01-29,David Ellison,Matte Black Skillet,Kitchen,2,380.87,761.74
O02271,2024-01-29,Emma Ingram,Hand-Glazed Stackable Bin,Storage,1,193.81,193.81
O02271,2024-01-29,Emma Ingram,Terracotta Scented Candle,Decor,5,356.11,1780.55
O02271,2024-01-29,Emma Ingram,Hand-Glazed Laundry Basket,Storage,1,271.08,271.08
O02367,2024-01-29,Carter Holloway,Slate Gray Stackable Bin,Storage,3,133.77,401.31
O02367,2024-01-29,Carter Holloway,Charcoal Bath Tray,Bath,4,86.46,345.84
O02367,2024-01-29,Carter Holloway,Slate Gray Fitted Sheet,Bedding,4,416.72,1666.88
O02408,2024-01-29,Ella Nolan,Charcoal Quilt,Bedding,4,391.13,1564.52
O02408,2024-01-29,Ella Nolan,Bamboo Ladder Shelf,Furniture,5,123.07,615.35
O02408,2024-01-29,Ella Nolan,Classic Quilt,Bedding,3,135.4,406.2
O02408,2024-01-29,Ella Nolan,Hand-Glazed Wall Mirror,Decor,5,447.66,2238.3
O02864,2024-01-29,Isaac Carter,Bamboo Pruning Shears,Outdoor,5,349.64,1748.2
O02864,2024-01-29,Isaac Carter,Matte Black Dining Chair,Furniture,3,155.23,465.69
O02864,2024-01-29,Isaac Carter,Matte Black Bookshelf,Furniture,3,116.76,350.28
O02864,2024-01-29,Isaac Carter,Matte Black Chandelier,Lighting,2,384.93,769.86
O03143,2024-01-29,Luke Nolan,Matte Black Entry Bench,Furniture,1,146.16,146.16
O03143,2024-01-29,Luke Nolan,Slate Gray Fitted Sheet,Bedding,1,416.72,416.72
O03143,2024-01-29,Luke Nolan,Natural Linen Memory Foam Mat,Bath,2,54.4,108.8
O03406,2024-01-29,Wyatt Abbott,Charcoal Quilt,Bedding,4,391.13,1564.52
O03406,2024-01-29,Wyatt Abbott,Slate Gray Stackable Bin,Storage,1,133.77,133.77
O03406,2024-01-29,Wyatt Abbott,Natural Linen Body Pillow,Bedding,4,252.47,1009.88
O03406,2024-01-29,Wyatt Abbott,Woven Cotton Wall Art Print,Decor,2,358.05,716.1
O03847,2024-01-29,Henry Thatcher,Matte Black Shower Curtain,Bath,3,417.94,1253.82
O00221,2024-01-30,Benjamin Osei,Carrara Marble Pendant Light,Lighting,2,364.88,729.76
O00221,2024-01-30,Benjamin Osei,Matte Black Skillet,Kitchen,4,380.87,1523.48
O01169,2024-01-30,Ella Nolan,Natural Linen Memory Foam Mat,Bath,2,54.4,108.8
O01169,2024-01-30,Ella Nolan,Ivory Shelf Unit,Storage,3,409.81,1229.43
