order_id,order_date,customer_id,email,city,channel,status,quantity,unit_price
O04450,2024-01-31,C0106,chloe.osei106@thistlewoodmail.example,Eugene,phone,completed,4,409.81
O05964,2024-01-31,C0100,harper.iversen100@thistlewoodmail.example,Bend,phone,completed,15,200.41
O01777,2024-02-01,C0067,emma.ingram067@thistlewoodmail.example,Providence,web,completed,10,378.93
O01966,2024-02-01,C0025,levi.kirkland025@thistlewoodmail.example,Asheville,web,completed,2,416.72
O02068,2024-02-01,C0174,jack.jasper174@thistlewoodmail.example,Athens,web,completed,5,447.66
O02308,2024-02-01,C0096,julian.rowan096@thistlewoodmail.example,Providence,web,completed,12,170.71
O02387,2024-02-01,C0039,matthew.ingram039@thistlewoodmail.example,Eugene,web,completed,11,267.08
O03189,2024-02-01,C0071,zoey.dunmore071@thistlewoodmail.example,Ithaca,store,completed,8,29.47
O03800,2024-02-01,C0160,john.abbott160@thistlewoodmail.example,Charleston,web,completed,3,126.08
O03879,2024-02-01,C0114,sofia.norwood114@thistlewoodmail.example,Athens,phone,completed,3,114.8
O04626,2024-02-01,C0021,jack.chandler021@thistlewoodmail.example,Traverse City,phone,completed,10,137.26
O04671,2024-02-01,C0138,sophia.chandler138@thistlewoodmail.example,Hudson,store,completed,7,71.89
O05019,2024-02-01,C0005,john.bishop005@thistlewoodmail.example,Charleston,store,completed,9,293.01
O05627,2024-02-01,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,11,137.41
O05823,2024-02-01,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,web,cancelled,-2,181.52
O00136,2024-02-02,C0149,olivia.lambert149@thistlewoodmail.example,Madison,web,pending,9,343.62
O01331,2024-02-02,C0116,levi.hensley116@thistlewoodmail.example,Petaluma,web,completed,3,9.99
O02198,2024-02-02,C0152,abigail.holloway152@thistlewoodmail.example,Boise,web,completed,13,316.86
O02420,2024-02-02,C0089,gabriel.marsh089@thistlewoodmail.example,Bend,web,completed,9,260.11
O03329,2024-02-02,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,web,completed,2,441.96
O03351,2024-02-02,C0137,emma.foster137@thistlewoodmail.example,Traverse City,web,completed,2,262.37
O03638,2024-02-02,C0135,,Lancaster,web,completed,9,270.58
O03931,2024-02-02,C0123,zoey.gallo123@thistlewoodmail.example,Santa Fe,phone,completed,5,188.47
O05041,2024-02-02,C0025,levi.kirkland025@thistlewoodmail.example,Asheville,web,completed,3,23.05
O05281,2024-02-02,C0126,hannah.grant126@thistlewoodmail.example,Madison,web,completed,15,200.14
O05811,2024-02-02,C0029,harper.bennett029@thistlewoodmail.example,Boulder,store,completed,4,389.34
O00243,2024-02-03,C0133,chloe.jasper133@thistlewoodmail.example,Charleston,web,completed,11,201.03
O00386,2024-02-03,C0019,owen.everhart019@thistlewoodmail.example,Providence,web,completed,9,258.05
O00793,2024-02-03,C0013,owen.grant013@thistlewoodmail.example,Missoula,web,completed,13,169.82
O01629,2024-02-03,C0038,carter.jennings038@thistlewoodmail.example,Athens,store,completed,6,158.28
O02326,2024-02-03,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,5,9.99
O02800,2024-02-03,C0090,avery.holloway090@thistlewoodmail.example,Eugene,store,completed,6,116.45
O04223,2024-02-03,C0171,emma.diaz171@thistlewoodmail.example,Asbury Park,web,completed,3,349.64
O04247,2024-02-03,C0075,sebastian.chandler075@thistlewoodmail.example,Spokane,web,completed,4,409.81
O05412,2024-02-03,C0113,david.ellison113@thistlewoodmail.example,Hudson,store,completed,4,170.92
O05480,2024-02-03,C0149,olivia.lambert149@thistlewoodmail.example,Madison,web,completed,9,68.7
O02851,2024-02-04,C0113,david.ellison113@thistlewoodmail.example,Hudson,web,completed,3,209.42
O04355,2024-02-04,C0130,aria.ostrander130@thistlewoodmail.example,Charleston,web,completed,1,54.4
O05165,2024-02-04,C0014,avery.chandler014@thistlewoodmail.example,Northampton,store,completed,3,151.88
O05875,2024-02-04,C0019,owen.everhart019@thistlewoodmail.example,Providence,web,completed,5,389.34
O02683,2024-02-05,C0130,aria.ostrander130@thistlewoodmail.example,Charleston,phone,completed,5,112.68
O02700,2024-02-05,C0125,john.parrish125@thistlewoodmail.example,Fort Collins,web,completed,8,340.44
O02982,2024-02-05,C0067,emma.ingram067@thistlewoodmail.example,Providence,web,completed,5,310.0
O03732,2024-02-05,C0058,david.vance058@thistlewoodmail.example,Petaluma,web,completed,5,183.96
O05079,2024-02-05,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,web,completed,4,332.63
O05575,2024-02-05,C0020,sebastian.yates020@thistlewoodmail.example,Asheville,web,completed,8,368.48
O05745,2024-02-05,C0083,wyatt.abbott083@thistlewoodmail.example,Providence,web,completed,7,151.96
O01110,2024-02-06,C0132,liam.dunmore132@thistlewoodmail.example,Lancaster,phone,completed,1,271.08
O02168,2024-02-06,C0016,jack.iversen016@thistlewoodmail.example,Taos,web,completed,6,115.34
O03215,2024-02-06,C0077,james.bishop077@thistlewoodmail.example,Taos,web,completed,10,294.71
O03957,2024-02-06,C0035,emily.lambert035@thistlewoodmail.example,Ithaca,web,completed,4,24.42
O04385,2024-02-06,C0105,ella.keller105@thistlewoodmail.example,Chattanooga,web,completed,10,168.57
O04574,2024-02-06,C0164,michael.yates164@thistlewoodmail.example,Bend,web,cancelled,7,273.57
O05205,2024-02-06,C0087,lily.diaz087@thistlewoodmail.example,Duluth,phone,completed,9,388.37
O05434,2024-02-06,C0039,matthew.ingram039@thistlewoodmail.example,Eugene,store,completed,8,142.52
O02386,2024-02-07,C0056,matthew.parrish056@thistlewoodmail.example,Spokane,web,completed,12,180.41
O05192,2024-02-07,C0161,james.rowan161@thistlewoodmail.example,Taos,store,completed,3,23.84
O05688,2024-02-07,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,store,completed,11,55.0
O05904,2024-02-07,C0028,abigail.rowan028@thistlewoodmail.example,Charleston,web,completed,10,353.2
O01122,2024-02-08,C0069,zoey.bennett069@thistlewoodmail.example,Savannah,web,completed,7,129.13
O01622,2024-02-08,C0068,harper.ostrander068@thistlewoodmail.example,Duluth,web,completed,8,123.58
O02262,2024-02-08,C0080,david.hensley080@thistlewoodmail.example,Taos,web,completed,3,155.23
O04233,2024-02-08,C0082,harper.whitfield082@thistlewoodmail.example,Ithaca,web,completed,12,264.51
O00775,2024-02-09,C0173,chloe.nolan173@thistlewoodmail.example,Asheville,store,completed,5,387.52
O01126,2024-02-09,C0002,ava.dunmore002@thistlewoodmail.example,Santa Fe,phone,completed,3,240.77
O01954,2024-02-09,C0070,olivia.dunmore070@thistlewoodmail.example,Yellow Springs,web,completed,10,346.28
O01999,2024-02-09,C0093,luke.nolan093@thistlewoodmail.example,Yellow Springs,web,completed,4,133.77
O04649,2024-02-09,C0030,grace.thatcher030@thistlewoodmail.example,Athens,store,completed,13,110.91
O05462,2024-02-09,C0011,zoey.fairweather011@thistlewoodmail.example,Chattanooga,store,completed,8,232.9
O00550,2024-02-10,C0125,john.parrish125@thistlewoodmail.example,,web,completed,10,39.12
O01536,2024-02-10,C0141,amelia.chandler141@thistlewoodmail.example,Petaluma,web,completed,7,130.5
O02000,2024-02-10,C0099,luke.jasper099@thistlewoodmail.example,Bozeman,web,completed,5,356.11
O03221,2024-02-10,C0055,hannah.keller055@thistlewoodmail.example,Ann Arbor,web,pending,12,180.64
O03267,2024-02-10,C0048,joseph.underwood048@thistlewoodmail.example,,web,completed,10,322.37
O03341,2024-02-10,C0019,owen.everhart019@thistlewoodmail.example,Providence,web,completed,9,166.66
O03473,2024-02-10,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,9,188.45
O03494,10-Feb-2024,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,3,172.02
O03545,2024-02-10,C0148,emily.holloway148@thistlewoodmail.example,Bozeman,web,cancelled,8,124.17
O04195,2024-02-10,C0055,hannah.keller055@thistlewoodmail.example,Ann Arbor,phone,completed,2,146.16
O04839,2024-02-10,C0163,owen.thatcher163@thistlewoodmail.example,Burlington,web,completed,8,364.35
O05613,2024-02-10,C0166,michael.whitfield166@thistlewoodmail.example,Savannah,web,cancelled,4,116.76
O05697,02/10/2024,C0124,chloe.lindqvist124@thistlewoodmail.example,Bozeman,store,completed,6,192.96
O00041,2024-02-11,C0085,henry.thatcher085@thistlewoodmail.example,Fort Collins,web,completed,2,116.76
O00371,2024-02-11,C0042,,Sedona,store,completed,3,62.75
O00577,2024-02-11,C0096,julian.rowan096@thistlewoodmail.example,Providence,web,completed,12,184.82
O00683,2024-02-11,C0084,zoey.sawyer084@thistlewoodmail.example,Boulder,web,completed,13,202.75
O01373,2024-02-11,C0040,elizabeth.everhart040@thistlewoodmail.example,Traverse City,web,completed,6,278.13
O01566,2024-02-11,C0024,michael.sawyer024@thistlewoodmail.example,Yellow Springs,web,completed,2,138.6
O03144,2024-02-11,C0065,liam.foster065@thistlewoodmail.example,Madison,web,completed,7,214.18
O03534,2024-02-11,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,5,443.61
O03761,2024-02-11,C0021,jack.chandler021@thistlewoodmail.example,Traverse City,store,completed,11,154.33
O04133,2024-02-11,C0091,carter.diaz091@thistlewoodmail.example,Savannah,web,completed,2,349.64
O04524,2024-02-11,C0156,sofia.dunmore156@thistlewoodmail.example,Ann Arbor,web,completed,11,281.93
O05018,2024-02-11,C0061,aria.lindqvist061@thistlewoodmail.example,Santa Fe,phone,completed,7,55.64
O05058,2024-02-11,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,6,395.19
O05202,2024-02-11,C0016,jack.iversen016@thistlewoodmail.example,Taos,web,completed,8,113.48
O05656,2024-02-11,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,phone,completed,9,230.48
O02236,2024-02-12,C0143,hannah.keller143@thistlewoodmail.example,Providence,web,completed,3,264.5
O02681,2024-02-12,C0070,olivia.dunmore070@thistlewoodmail.example,Yellow Springs,web,completed,8,149.0
O02971,2024-02-12,C0081,amelia.jasper081@thistlewoodmail.example,Ann Arbor,web,completed,9,-237.18
O02996,2024-02-12,C0096,julian.rowan096@thistlewoodmail.example,Providence,web,completed,6,93.57
O03966,2024-02-12,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,3,303.22
O04289,2024-02-12,C0042,wyatt.rowan042@thistlewoodmail.example,Sedona,store,completed,1,91.24
O05393,2024-02-12,C0030,grace.thatcher030@thistlewoodmail.example,Athens,web,completed,15,313.71
O05614,2024-02-12,C0037,noah.ellison037@thistlewoodmail.example,Eugene,web,completed,3,100.87
O00551,2024-02-13,C0150,wyatt.abbott150@thistlewoodmail.example,Fort Collins,store,completed,5,358.81
O00553,2024-02-13,C0106,chloe.osei106@thistlewoodmail.example,Eugene,store,completed,2,323.23
O00617,2024-02-13,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,7,415.62
O00776,2024-02-13,C0122,chloe.ellison122@thistlewoodmail.example,Duluth,web,completed,16,207.47
O01123,2024-02-13,C0006,emily.keller006@thistlewoodmail.example,Madison,store,completed,12,278.14
O01317,2024-02-13,C0109,hannah.jasper109@thistlewoodmail.example,Duluth,web,completed,7,126.37
O02278,2024-02-13,C0134,alexander.sawyer134@thistlewoodmail.example,Portland,store,completed,7,331.43
O02567,2024-02-13,C0051,evelyn.jasper051@thistlewoodmail.example,Portland,store,completed,1,10.1
O04566,2024-02-13,C0144,joseph.iversen144@thistlewoodmail.example,Yellow Springs,web,completed,1,68.48
O04793,2024-02-13,C0058,david.vance058@thistlewoodmail.example,Petaluma,web,completed,1,193.81
O05493,2024-02-13,C0089,gabriel.marsh089@thistlewoodmail.example,Bend,web,completed,7,414.92
O00010,2024-02-14,C0032,isabella.quintero032@thistlewoodmail.example,Ann Arbor,web,pending,4,207.81
O00394,2024-02-14,C0111,isabella.fairweather111@thistlewoodmail.example,Asheville,web,completed,7,110.2
O00938,2024-02-14,C0060,hannah.pemberton060@thistlewoodmail.example,Burlington,store,completed,9,55.13
O02981,2024-02-14,C0132,liam.dunmore132@thistlewoodmail.example,Lancaster,phone,completed,5,110.47
O04615,2024-02-14,C0177,emily.gallo177@thistlewoodmail.example,Charleston,store,pending,10,260.68
O04823,2024-02-14,C0146,emily.jennings146@thistlewoodmail.example,Boulder,web,completed,2,356.11
O01086,2024-02-15,C0071,zoey.dunmore071@thistlewoodmail.example,Ithaca,web,completed,14,234.44
O01898,2024-02-15,C0110,,Ithaca,phone,completed,6,248.82
O02112,2024-02-15,C0096,julian.rowan096@thistlewoodmail.example,Providence,store,completed,-8,139.59
O03444,2024-02-15,C0066,wyatt.ingram066@thistlewoodmail.example,Boise,web,completed,2,345.2
O03454,2024-02-15,C0031,zoey.holloway031@thistlewoodmail.example,Duluth,web,completed,8,375.84
O04036,2024-02-15,C0153,evelyn.pemberton153@thistlewoodmail.example,Bend,web,completed,9,402.1
O04091,2024-02-15,C0027,sophia.yates027@thistlewoodmail.example,Fort Collins,store,completed,8,203.21
O04518,2024-02-15,C0112,sebastian.kirkland112@thistlewoodmail.example,Petaluma,web,completed,11,156.48
O04875,2024-02-15,C0030,grace.thatcher030@thistlewoodmail.example,Athens,store,completed,5,356.11
O05420,2024-02-15,C0027,sophia.yates027@thistlewoodmail.example,Fort Collins,web,completed,3,114.8
O05712,2024-02-15,C0179,harper.bennett179@thistlewoodmail.example,Missoula,web,completed,19,158.8
O00880,2024-02-16,C0142,james.diaz142@thistlewoodmail.example,Bozeman,web,completed,9,152.53
O01395,2024-02-16,C0088,benjamin.iversen088@thistlewoodmail.example,Spokane,web,completed,2,123.07
O02983,2024-02-16,C0044,isabella.zimmerman044@thistlewoodmail.example,Sedona,web,completed,8,128.91
O03082,2024-02-16,C0180,owen.holloway180@thistlewoodmail.example,Athens,web,completed,8,53.38
O04506,2024-02-16,C0160,john.abbott160@thistlewoodmail.example,Charleston,web,completed,8,386.37
O04684,2024-02-16,C0161,james.rowan161@thistlewoodmail.example,Taos,web,completed,3,296.59
O05270,2024-02-16,C0180,owen.holloway180@thistlewoodmail.example,Athens,store,completed,14,292.06
O05574,2024-02-16,C0044,isabella.zimmerman044@thistlewoodmail.example,Sedona,web,cancelled,3,383.82
O00796,2024-02-17,C0125,john.parrish125@thistlewoodmail.example,Fort Collins,web,completed,10,168.85
O01049,2024-02-17,C0038,carter.jennings038@thistlewoodmail.example,Athens,web,completed,3,206.82
O02779,2024-02-17,C0079,benjamin.norwood079@thistlewoodmail.example,Ithaca,store,completed,12,194.72
O02860,2024-02-17,C0117,chloe.zimmerman117@thistlewoodmail.example,Asheville,web,completed,3,182.2
O03067,2024-02-17,C0019,owen.everhart019@thistlewoodmail.example,Providence,web,completed,8,321.65
O03681,2024-02-17,C0142,james.diaz142@thistlewoodmail.example,Bozeman,web,completed,9,360.41
O00634,2024-02-18,C0062,owen.nolan062@thistlewoodmail.example,Portland,store,completed,8,191.38
O00764,2024-02-18,C0081,amelia.jasper081@thistlewoodmail.example,Ann Arbor,web,cancelled,2,90.92
O01145,2024-02-18,C0081,amelia.jasper081@thistlewoodmail.example,Ann Arbor,web,completed,8,140.1
O02666,2024-02-18,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,3,155.23
O02881,2024-02-18,C0010,elizabeth.carter010@thistlewoodmail.example,Lancaster,web,completed,11,367.05
O03102,2024-02-18,C0173,chloe.nolan173@thistlewoodmail.example,Asheville,store,completed,8,55.81
O03523,2024-02-18,C0133,chloe.jasper133@thistlewoodmail.example,Charleston,web,completed,12,209.59
O04862,2024-02-18,C0160,john.abbott160@thistlewoodmail.example,Charleston,store,completed,13,93.39
O04981,02/18/2024,C0155,charlotte.norwood155@thistlewoodmail.example,Lancaster,web,completed,10,128.0
O05084,2024-02-18,C0090,avery.holloway090@thistlewoodmail.example,Eugene,phone,completed,3,349.98
O05717,2024-02-18,C0114,sofia.norwood114@thistlewoodmail.example,Athens,store,completed,9,231.26
O05962,2024-02-18,C0120,zoey.hensley120@thistlewoodmail.example,Fort Collins,web,completed,2,116.76
O05965,2024-02-18,C0051,evelyn.jasper051@thistlewoodmail.example,Portland,web,cancelled,3,356.11
O00456,2024-02-19,C0168,matthew.lindqvist168@thistlewoodmail.example,Boulder,web,pending,1,356.11
O00790,2024-02-19,C0129,sophia.quintero129@thistlewoodmail.example,Traverse City,store,completed,9,311.06
O00851,2024-02-19,C0170,sebastian.jasper170@thistlewoodmail.example,Boise,web,completed,3,345.2
O01908,2024-02-19,C0059,benjamin.holloway059@thistlewoodmail.example,Fort Collins,web,completed,9,156.8
O03610,2024-02-19,C0071,zoey.dunmore071@thistlewoodmail.example,Ithaca,web,completed,11,116.46
O04968,02/19/2024,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,web,completed,15,141.15
O05164,2024-02-19,C0152,abigail.holloway152@thistlewoodmail.example,Boise,phone,pending,11,175.21
O05298,2024-02-19,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,6,114.09
O05917,2024-02-19,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,web,cancelled,2,443.61
O00765,2024-02-20,C0147,sofia.fairweather147@thistlewoodmail.example,Lancaster,store,completed,11,267.72
O01064,2024-02-20,C0026,aria.mercer026@thistlewoodmail.example,Petaluma,phone,completed,11,302.21
O02095,2024-02-20,C0050,matthew.vance050@thistlewoodmail.example,Taos,web,completed,7,190.31
O02926,2024-02-20,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,12,304.69
O03337,2024-02-20,C0006,emily.keller006@thistlewoodmail.example,Madison,web,cancelled,10,131.71
O03401,2024-02-20,C0061,aria.lindqvist061@thistlewoodmail.example,Santa Fe,web,completed,2,146.16
O03934,2024-02-20,C0085,henry.thatcher085@thistlewoodmail.example,Fort Collins,web,completed,8,254.87
O04094,2024-02-20,C0100,harper.iversen100@thistlewoodmail.example,Bend,web,cancelled,13,332.54
O05774,2024-02-20,C0076,hannah.marsh076@thistlewoodmail.example,Duluth,web,completed,4,28.94
O00474,2024-02-21,C0120,zoey.hensley120@thistlewoodmail.example,Fort Collins,web,cancelled,8,279.66
O01022,2024-02-21,C0110,matthew.whitfield110@thistlewoodmail.example,Ithaca,phone,completed,11,77.99
O01982,2024-02-21,C0024,michael.sawyer024@thistlewoodmail.example,Yellow Springs,web,completed,7,308.57
O02319,2024-02-21,C0149,olivia.lambert149@thistlewoodmail.example,Madison,web,completed,10,245.83
O02737,2024-02-21,C0006,emily.keller006@thistlewoodmail.example,Madison,web,completed,9,231.03
O04397,2024-02-21,C0041,james.zimmerman041@thistlewoodmail.example,Madison,store,completed,3,148.35
O05617,2024-02-21,C0173,chloe.nolan173@thistlewoodmail.example,Asheville,store,completed,6,182.02
O05824,2024-02-21,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,5,150.94
O05851,2024-02-21,C0015,david.everhart015@thistlewoodmail.example,Madison,store,completed,9,208.63
O00287,2024-02-22,C0045,levi.zimmerman045@thistlewoodmail.example,Eugene,store,completed,12,140.8
O00787,2024-02-22,C0140,aria.hensley140@thistlewoodmail.example,Bozeman,web,completed,8,210.38
O01984,2024-02-22,C0105,ella.keller105@thistlewoodmail.example,Chattanooga,store,completed,10,109.91
O05064,2024-02-22,C0111,isabella.fairweather111@thistlewoodmail.example,Asheville,web,completed,14,243.74
O05919,2024-02-22,C0060,hannah.pemberton060@thistlewoodmail.example,Burlington,web,completed,2,67.39
O00446,2024-02-23,C0167,sofia.parrish167@thistlewoodmail.example,Northampton,web,completed,3,256.32
O01024,2024-02-23,C0051,evelyn.jasper051@thistlewoodmail.example,Portland,web,completed,9,368.55
O01508,2024-02-23,C0111,isabella.fairweather111@thistlewoodmail.example,Asheville,store,completed,14,208.44
O03422,2024-02-23,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,9,201.42
O03886,2024-02-23,C0091,carter.diaz091@thistlewoodmail.example,Savannah,web,completed,3,134.86
O04759,2024-02-23,C0155,charlotte.norwood155@thistlewoodmail.example,Lancaster,store,completed,1,29.47
O05010,2024-02-23,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,16,156.41
O05126,2024-02-23,C0150,wyatt.abbott150@thistlewoodmail.example,Fort Collins,web,completed,2,10.1
O05388,2024-02-23,C0107,lucas.mercer107@thistlewoodmail.example,Sedona,web,pending,8,83.05
O05497,2024-02-23,C0141,amelia.chandler141@thistlewoodmail.example,Petaluma,store,completed,3,441.96
O00814,2024-02-24,C0060,hannah.pemberton060@thistlewoodmail.example,Burlington,web,completed,15,373.44
O02005,2024-02-24,C0129,sophia.quintero129@thistlewoodmail.example,Traverse City,web,completed,1,417.94
O02241,2024-02-24,C0091,carter.diaz091@thistlewoodmail.example,Savannah,store,completed,13,354.71
O02745,2024-02-24,C0161,james.rowan161@thistlewoodmail.example,Taos,web,pending,9,155.93
O02815,2024-02-24,C0061,aria.lindqvist061@thistlewoodmail.example,Santa Fe,store,completed,12,170.04
O03052,2024-02-24,C0037,noah.ellison037@thistlewoodmail.example,Eugene,store,completed,8,177.19
O05605,2024-02-24,C0020,sebastian.yates020@thistlewoodmail.example,Asheville,web,completed,5,71.13
O05793,2024-02-24,C0134,alexander.sawyer134@thistlewoodmail.example,Portland,store,pending,10,245.89
O05871,2024-02-24,C0018,riley.bennett018@thistlewoodmail.example,Sedona,web,completed,3,399.45
O01232,2024-02-25,C0008,carter.parrish008@thistlewoodmail.example,Madison,web,completed,15,320.99
O03544,2024-02-25,C0034,harper.ostrander034@thistlewoodmail.example,Chattanooga,web,completed,4,114.8
O04181,2024-02-25,C0036,henry.everhart036@thistlewoodmail.example,Sedona,web,completed,8,71.19
O04623,2024-02-25,C0052,alexander.yates052@thistlewoodmail.example,Spokane,store,completed,16,215.4
O05636,2024-02-25,C0081,amelia.jasper081@thistlewoodmail.example,Ann Arbor,web,completed,4,441.96
O00154,2024-02-26,C0025,levi.kirkland025@thistlewoodmail.example,Asheville,store,completed,14,252.32
O00425,2024-02-26,C0082,harper.whitfield082@thistlewoodmail.example,Ithaca,store,completed,5,81.63
O01124,2024-02-26,C0075,sebastian.chandler075@thistlewoodmail.example,Spokane,web,completed,4,345.2
O01699,2024-02-26,C0030,grace.thatcher030@thistlewoodmail.example,Athens,web,completed,3,268.92
O01843,2024-02-26,C0125,john.parrish125@thistlewoodmail.example,Fort Collins,store,completed,10,211.98
O03063,2024-02-26,C0068,harper.ostrander068@thistlewoodmail.example,Duluth,web,completed,4,9.99
O00894,2024-02-27,C0143,hannah.keller143@thistlewoodmail.example,Providence,web,completed,12,130.28
O01120,2024-02-27,C0155,charlotte.norwood155@thistlewoodmail.example,Lancaster,store,completed,5,193.81
O01810,2024-02-27,C0053,elijah.mercer053@thistlewoodmail.example,Ann Arbor,web,completed,7,367.42
O02107,2024-02-27,C0043,benjamin.osei043@thistlewoodmail.example,Traverse City,web,completed,5,262.6
O02371,2024-02-27,C0097,zoey.vance097@thistlewoodmail.example,Asbury Park,phone,completed,1,133.77
O03078,2024-02-27,C0092,jack.zimmerman092@thistlewoodmail.example,Fort Collins,web,completed,6,316.01
O03744,02/27/2024,C0083,wyatt.abbott083@thistlewoodmail.example,Providence,phone,completed,4,345.2
O04597,2024-02-27,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,phone,pending,4,391.13
O04606,2024-02-27,C0118,isabella.holloway118@thistlewoodmail.example,Boulder,web,completed,6,355.91
O04726,2024-02-27,C0067,emma.ingram067@thistlewoodmail.example,Providence,web,completed,3,443.61
O04784,2024-02-27,C0076,hannah.marsh076@thistlewoodmail.example,Duluth,store,completed,3,215.44
O05769,2024-02-27,C0173,chloe.nolan173@thistlewoodmail.example,Asheville,web,completed,7,344.32
O05906,2024-02-27,C0126,hannah.grant126@thistlewoodmail.example,Madison,web,completed,4,447.66
O00852,2024-02-28,C0044,isabella.zimmerman044@thistlewoodmail.example,Sedona,web,completed,5,171.28
O01343,2024-02-28,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,web,completed,9,203.46
O01728,2024-02-28,C0029,harper.bennett029@thistlewoodmail.example,Boulder,web,completed,11,114.34
O02710,2024-02-28,C0147,sofia.fairweather147@thistlewoodmail.example,Lancaster,web,completed,8,104.2
O04129,2024-02-28,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,11,161.08
O00497,2024-02-29,C0131,isaac.bishop131@thistlewoodmail.example,Boulder,store,completed,10,398.56
O00976,2024-02-29,C0028,abigail.rowan028@thistlewoodmail.example,Charleston,web,completed,5,155.23
O01436,2024-02-29,C0075,sebastian.chandler075@thistlewoodmail.example,,store,completed,4,358.05
O01617,2024-02-29,C0011,zoey.fairweather011@thistlewoodmail.example,Chattanooga,web,completed,7,328.18
O02191,2024-02-29,C0007,aria.jasper007@thistlewoodmail.example,Providence,web,cancelled,4,311.18
O02919,2024-02-29,C0166,michael.whitfield166@thistlewoodmail.example,Savannah,web,completed,5,142.14
O03372,2024-02-29,C0084,zoey.sawyer084@thistlewoodmail.example,Boulder,store,cancelled,12,337.65
O04534,2024-02-29,C0089,gabriel.marsh089@thistlewoodmail.example,Bend,web,completed,12,211.92
O05784,2024-02-29,C0097,zoey.vance097@thistlewoodmail.example,Asbury Park,web,completed,10,215.73
O05826,2024-02-29,C0055,hannah.keller055@thistlewoodmail.example,Ann Arbor,web,completed,14,371.73
O00180,2024-03-01,C0005,john.bishop005@thistlewoodmail.example,Charleston,store,completed,6,172.6
O02670,2024-03-01,C0119,owen.thatcher119@thistlewoodmail.example,Missoula,web,completed,12,252.89
O02733,2024-03-01,C0006,emily.keller006@thistlewoodmail.example,Madison,phone,completed,8,306.11
O04990,2024-03-01,C0126,hannah.grant126@thistlewoodmail.example,Madison,web,completed,7,139.29
O05286,2024-03-01,C0073,luke.grant073@thistlewoodmail.example,Eugene,phone,completed,11,223.81
O05396,2024-03-01,C0132,liam.dunmore132@thistlewoodmail.example,Lancaster,web,completed,3,252.47
O05616,2024-03-01,C0128,julian.norwood128@thistlewoodmail.example,Chattanooga,web,completed,6,269.21
O01925,2024-03-02,C0152,abigail.holloway152@thistlewoodmail.example,Boise,web,completed,15,145.12
O02631,2024-03-02,C0013,owen.grant013@thistlewoodmail.example,Missoula,web,pending,7,221.45
O03448,2024-03-02,C0100,harper.iversen100@thistlewoodmail.example,Bend,store,completed,9,71.07
O03756,2024-03-02,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,web,completed,15,385.4
O04292,2024-03-02,C0069,zoey.bennett069@thistlewoodmail.example,Savannah,web,completed,11,191.81
O01146,2024-03-03,C0034,harper.ostrander034@thistlewoodmail.example,Chattanooga,store,completed,5,247.71
O01330,2024-03-03,C0103,john.quintero103@thistlewoodmail.example,Missoula,web,completed,16,61.93
O01638,2024-03-03,C0020,sebastian.yates020@thistlewoodmail.example,Asheville,web,completed,11,277.41
O04596,2024-03-03,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,store,completed,10,253.72
O05065,2024-03-03,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,web,completed,5,255.48
O05247,2024-03-03,C0088,benjamin.iversen088@thistlewoodmail.example,Spokane,store,completed,4,220.0
O00127,2024-03-04,C0079,benjamin.norwood079@thistlewoodmail.example,Ithaca,store,completed,7,348.95
O00604,2024-03-04,C0073,luke.grant073@thistlewoodmail.example,Eugene,store,completed,7,78.75
O00767,2024-03-04,C0110,matthew.whitfield110@thistlewoodmail.example,Ithaca,web,completed,11,307.42
O01990,2024-03-04,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,web,completed,3,383.82
O02369,2024-03-04,C0011,zoey.fairweather011@thistlewoodmail.example,Chattanooga,web,completed,2,364.88
